queue_id,candidate_id,title,authors,year,venue,doi,url,topic,reason,requested_action,status,added_at
a0951c517833,14fa2b492990,Remote Direct Memory Access Transport for Remote Procedure Call,T. Talpey; B. Callaghan,2010,,10.17487/rfc5666,https://doi.org/10.17487/rfc5666,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:03+00:00
ce542ab1390d,d04301c065ca,UAS Traffic Management (UTM),,,,10.3403/30431590,https://doi.org/10.3403/30431590,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:03+00:00
f099413c142e,ee32d5a6d232,UAS Traffic Management (UTM),,,,10.3403/30431590u,https://doi.org/10.3403/30431590u,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:03+00:00
e080727ebd91,625fae352640,Direct Data Placement Protocol (DDP) / Remote Direct Memory Access Protocol (RDMAP) Security,J. Pinkerton; E. Deleganes,2007,,10.17487/rfc5042,https://doi.org/10.17487/rfc5042,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:03+00:00
81b83bc55434,c17136088d0f,,,,,10.1117/12.2529379.6084152934001,https://doi.org/10.1117/12.2529379.6084152934001,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:03+00:00
1610071e42a2,ec919bce7b44,"EXPERIMENTAL INVESTIGATION OF NEAR-SURFACE HYDRODYNAMIC FORCE COEFFICIENTS FOR A SYSTEMATIC SERIES OF TEE HYDROFOILS, DTMB SERIES HF-1,",Jerome Feldman,1963,,10.21236/ad0432263,https://doi.org/10.21236/ad0432263,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
b06522561f15,9e2272166789,Comparison of ITTC-78 and DTMB Standard Ship Performance Prediction Methods,Kenneth M. Forgach,2001,,10.21236/ada388040,https://doi.org/10.21236/ada388040,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
f1830722ed61,849032a7cedc,Technical Review on DTMB-Advanced (DTMB-A) Standard,Jian Song; Chao Zhang,2016,2016 International Conference on Engineering and Telecommunication (EnT),10.1109/ent.2016.036,https://doi.org/10.1109/ent.2016.036,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
ca2f4c36ca0d,36fd54f6de25,Digital terrestrial television receivers for the DTMB system,,,,10.3403/30271423,https://doi.org/10.3403/30271423,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
a48b57e4ccaa,0650acee65df,Field trial of advanced DTMB system DTMB-A in Hong Kong,Changyong Pan; Jintao Wang; Haidong Fang; Jian Song,2013,2013 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),10.1109/bmsb.2013.6621768,https://doi.org/10.1109/bmsb.2013.6621768,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
c7faa1ab2b42,9628a576f69d,PROPELLER VORTEX CAVITATION INCEPTION STUDIES,John M. Coon,1963,,10.21236/ad0404864,https://doi.org/10.21236/ad0404864,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
355867c96355,952d7d158141,Digital terrestrial television receivers for the DTMB system,,,,10.3403/30271423u,https://doi.org/10.3403/30271423u,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
be81d71726d1,e1520ebf4cf3,THEORETICAL CONSIDERATIONS ON SHROUDED PROPELLERS,H. W. LERBS,1953,,10.21236/ad0015448,https://doi.org/10.21236/ad0015448,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
ee81a04a9652,b0daff0dab41,BLAST TRANSMISSION INTO CHAMBERS,GEORGE CHERTOCK,1961,,10.21236/ad0270513,https://doi.org/10.21236/ad0270513,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
e9943bf9cb07,9baef78bf965,POWERING PERFORMANCE OF A VENTILATED PROPELLER,RICHARD HECKER,1961,,10.21236/ad0259919,https://doi.org/10.21236/ad0259919,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:08+00:00
34a6feb55fde,35dc2e2e4da6,Digital terrestrial television multimedia broadcasting (DTMB),,2009,Digital Television Systems,10.1017/cbo9780511609732.011,https://doi.org/10.1017/cbo9780511609732.011,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:12+00:00
9f9add6de224,f55427cb51b3,Nonlinear UAV Flight Control Using Command Filtered Backstepping,Brian M. Borra,,,10.15368/theses.2012.29,https://doi.org/10.15368/theses.2012.29,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
8412705b9fe0,7a8c7bfee832,,Joseph Barnard,,,10.1049/iet-tv.51.1192,https://doi.org/10.1049/iet-tv.51.1192,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
ad885d67b7c6,bb6e8bd54da3,Augmented Cognition in Command and Control (C2),Dennis McBride,2002,1st UAV Conference,10.2514/6.2002-3506,https://doi.org/10.2514/6.2002-3506,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
08ad76b8899f,53b3875073e6,An event driven decision support algorithm for command and control of UAV fleets,Oktay Arslan; Gokhan Inalhan,2009,2009 American Control Conference,10.1109/acc.2009.5160336,https://doi.org/10.1109/acc.2009.5160336,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
231e9bd28cae,6a7db2bc7d29,Civil UAV command and control link safety element analysis,Li Li,2024,"International Workshop on Automation, Control, and Communication Engineering (IWACCE 2024)",10.1117/12.3052567,https://doi.org/10.1117/12.3052567,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
d8818452d26b,3db80d79509e,Using Command &amp;amp; Control for Coordinating UAV Fleets for Missions With Changing Contexts,Moussa Amrani; Abdelkader Ouared,,,10.21203/rs.3.rs-7869728/v1,https://doi.org/10.21203/rs.3.rs-7869728/v1,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
ed16bad0a201,c1858c56b0ed,"Networked UAV Command, Control and Communication",Jack Elston; Eric Frew; Brian Argrow,2006,"AIAA Guidance, Navigation, and Control Conference and Exhibit",10.2514/6.2006-6465,https://doi.org/10.2514/6.2006-6465,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
6f8731e8c676,3b1005bab2d2,VOICE CONTROL COMMAND RECOGNITION SYSTEM OF UAV BASED ON STEGANOGRAPHIC-CEPSTRAL ANALYSIS,O. Yu. Lavrynenko; Y. A. Kocherhin; G. F. Konakhovych,2018,Electronics and Control Systems,10.18372/1990-5548.56.12928,https://doi.org/10.18372/1990-5548.56.12928,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
e3c1c3859ba8,7a1d1581a912,Autonomous Command and Control System for UAV Formation,Ajay Verma; Chang-Nien Wu; Vincent Castelli,2003,AIAA Atmospheric Flight Mechanics Conference and Exhibit,10.2514/6.2003-5704,https://doi.org/10.2514/6.2003-5704,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
7bc48715c7c3,024b8aff1ca6,Finite-Time Sliding Mode Control for Command Tracking of an UAV,Kumar Gaurav; Dipak Kumar Giri,2022,IFAC-PapersOnLine,10.1016/j.ifacol.2022.04.018,https://doi.org/10.1016/j.ifacol.2022.04.018,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:17+00:00
29b14ffae404,9900abf55ae4,Completion time in broadcast channel and interference channel,Yuanpeng Liu; Elza Erkip,2011,"2011 49th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",10.1109/allerton.2011.6120372,https://doi.org/10.1109/allerton.2011.6120372,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
1e3d2d59366f,6271a7ba6163,Channel Operations Gaining Control Over Images Through the Channels Palette,,2005,Broadcast Graphics On the Spot,10.4324/9780080494128-8,https://doi.org/10.4324/9780080494128-8,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
33d7df13dc33,5c045bf5445e,Decentralized control of a multiple access broadcast channel: performance bounds,J.M. Ooi; G.W. Wornell,,Proceedings of 35th IEEE Conference on Decision and Control,10.1109/cdc.1996.574318,https://doi.org/10.1109/cdc.1996.574318,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
5af99e6cfc7a,5270997791a2,Control and Improvement of the Broadcast Channel,Tri An Banh; E. Gelenbe,1977,Modelle für Rechensysteme,10.1007/978-3-642-45499-8_18,https://doi.org/10.1007/978-3-642-45499-8_18,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
50fff7c367f8,a67759712bb3,Reduction of Co-Channel Television Interference By Precise Frequency Control of Television Picture Carriers,W. L. Behrend,1957,IRE Transactions on Broadcast Transmission Systems,10.1109/tpgbts.1957.4505207,https://doi.org/10.1109/tpgbts.1957.4505207,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
5db5f30c0aef,6d933e47c730,Autonomous inter base station synchronisation via a common broadcast control channel,X. Lagrange; P. Godlewski,,Proceedings of IEEE Vehicular Technology Conference (VTC),10.1109/vetec.1994.345252,https://doi.org/10.1109/vetec.1994.345252,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
66cd8b22ee4c,49b20cf7dc46,STUDI ANALISIS PENGARUH INTERFERENSI CO-CHANNEL BCCH (BROADCAST CONTROL CHANNEL) TERHADAP KUALITAS SEL SISTEM JARINGAN DCS (DIGITAL CELLULAR SYSTEM) 1800,Setyo Budiyanto; Mariesa Aldila,2013,Jurnal Teknologi Elektro,10.22441/jte.v4i2.749,https://doi.org/10.22441/jte.v4i2.749,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
7ca7b31ea575,539d2db1b292,Decentralized dynamic control of a multiaccess broadcast channel,B. Hajek; T. van Loon,1982,IEEE Transactions on Automatic Control,10.1109/tac.1982.1102978,https://doi.org/10.1109/tac.1982.1102978,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
03077f941580,b11a6e2a034d,Dynamic decentralized estimation and control in a multi-access broadcast channel,Bruce Hajek,1980,1980 19th IEEE Conference on Decision and Control including the Symposium on Adaptive Processes,10.1109/cdc.1980.271871,https://doi.org/10.1109/cdc.1980.271871,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
a451554301ac,253a61d197d9,Stability conditions for a two-priority packet broadcast channel,J. Meditch; H.-l. Yin,1984,The 23rd IEEE Conference on Decision and Control,10.1109/cdc.1984.272261,https://doi.org/10.1109/cdc.1984.272261,dtmb_uav_control,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:21+00:00
1367894c6cac,d41f4711e127,Design and flight stability analysis of the UAV close cooperative formation control laws,Jialong Zhang; Jianguo Yan; Pu Zhang; Dongli Yuan; Xiaolei Hou,2018,2018 Chinese Control And Decision Conference (CCDC),10.1109/ccdc.2018.8407120,https://doi.org/10.1109/ccdc.2018.8407120,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
6c9fdf90d4f0,5f9975e27487,UAV Deck Recovery Stability Analysis,Bernard Ferrier; John Duncan,2012,,10.21236/ada557352,https://doi.org/10.21236/ada557352,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
d1a90c7aca8f,510d63691550,"Advanced UAV Aerodynamics, Flight Stability and Control",Pascual Marqués,2017,"Advanced UAV Aerodynamics, Flight Stability and Control",10.1002/9781118928691.ch1,https://doi.org/10.1002/9781118928691.ch1,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
7638532943fd,4805e1d33472,Formation Control of UAV-fleet With Orientation Alignment: A Multi-Agent Actor-Critic Based Approach,,2024,Formation Control of UAV-fleet With Orientation Alignment: A Multi-Agent Actor-Critic Based Approach,10.52545/3-4,https://doi.org/10.52545/3-4,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
dab76d11118f,aa26330f9c31,Novel Concepts in Multi‐rotor VTOL UAV Dynamics and Stability,Emaid A. Abdul Retha,2017,"Advanced UAV Aerodynamics, Flight Stability and Control",10.1002/9781118928691.ch20,https://doi.org/10.1002/9781118928691.ch20,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
b5aaac0a26be,ece996e98568,Robust H∞ Team Formation Tracking Control of Stochastic Multi-Quadrotor UAV Networked Control System,Bor-Sen Chen,2024,Robust H∞ Team Formation Tracking Design Methods of Large-Scale UAV Networked Control Systems,10.1201/9781003545965-2,https://doi.org/10.1201/9781003545965-2,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
15d3c6e2051e,12507699c15b,Control of UAV Fleet Formation for Capturing Climber's Movements,; Housseyne Nadour,,,10.70675/7926497bz0438z42e2za792zd2f52fe84d74,https://doi.org/10.70675/7926497bz0438z42e2za792zd2f52fe84d74,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
2836fe171c43,454131748279,Formation flight of UAV\'s with obstacle avoidance,Victor Stafy Megda Rosa,,,10.11606/d.18.2022.tde-13102022-092006,https://doi.org/10.11606/d.18.2022.tde-13102022-092006,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
38b2c10c6568,201559200bfd,Aerodynamics of UAV Configurations,Pascual Marqués,2017,"Advanced UAV Aerodynamics, Flight Stability and Control",10.1002/9781118928691.ch2,https://doi.org/10.1002/9781118928691.ch2,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
00e44d8b7a01,7e2c1e71ac48,"UAV Formation Flight Utilizing a Low Cost, Open Source Configuration",Christian W Lopez,,,10.15368/theses.2013.103,https://doi.org/10.15368/theses.2013.103,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:24+00:00
a7b50e61e04e,1a0432a0a02f,Research on Cooperative Formation Flight Control of Multi-UAV with Communication Time Delay,Peibei Ma; Jun Ji; Jiangbo Sui; Ming Lei,2021,2021 International Conference on Control Science and Electric Power Systems (CSEPS),10.1109/cseps53726.2021.00017,https://doi.org/10.1109/cseps53726.2021.00017,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
52f382739ccf,6a96f08f5f1c,Research on Multi-UAV Cooperative Formation Control Method Considering Coupling and Communication Delay,Zequn Liu; Zhuxin Guo; Jianing Wei; Yunfei Zhang; Wanlin Fan; Yanfang Fu,2026,Applied Sciences,10.3390/app16084049,https://doi.org/10.3390/app16084049,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
838b14c6cb34,37018deb669d,Stochastic Robust H∞ Team Formation Tracking Design of Multi-Quadrotor UAV Networked Control System under Time-Varying Delay and Random Fluctuation in Smart City,Bor-Sen Chen,2024,Robust H∞ Team Formation Tracking Design Methods of Large-Scale UAV Networked Control Systems,10.1201/9781003545965-3,https://doi.org/10.1201/9781003545965-3,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
32f1de1da1f6,80586fb026fe,Cooperative Multi-UAV Search Problem with Communication Delay,Mostafa Mirzaei; Brandon Gordon; Camille-Allain Rabbath; Farid Sharifi,2010,"AIAA Guidance, Navigation, and Control Conference",10.2514/6.2010-8420,https://doi.org/10.2514/6.2010-8420,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
18f5231a1e82,51573103a687,Adaptive Formation Control for Multi-UAV Swarms in Cluttered Environments with Communication Delays under Directed Switching Topologies,Yingzheng Zhang; Zhenghong Jin,,,10.20944/preprints202602.1104.v1,https://doi.org/10.20944/preprints202602.1104.v1,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
b65c334d35de,672331384c39,Implementation and Performance Evaluation of a Consensus Protocol for Multi-UAV Formation with Communication Delay,Fausto Francesco Lizzio; Elisa Capello; Giorgio Guglieri,2022,2022 International Conference on Unmanned Aircraft Systems (ICUAS),10.1109/icuas54217.2022.9836201,https://doi.org/10.1109/icuas54217.2022.9836201,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
4d6367a7cd9f,fb4bb0bd770d,Digraph-based anti-communication-destroying topology design for multi-UAV formation,Hao Chen; Xiangke Wang; Lincheng Shen; Jing Chen,2017,2017 36th Chinese Control Conference (CCC),10.23919/chicc.2017.8028704,https://doi.org/10.23919/chicc.2017.8028704,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
c681b208aea2,bcbddef47685,MPC-Based Obstacle Aware Multi-UAV Formation Control Under Imperfect Communication,Vikrant Dewangan; Harikumar Kandath,2024,"2024 10th International Conference on Automation, Robotics and Applications (ICARA)",10.1109/icara60736.2024.10553141,https://doi.org/10.1109/icara60736.2024.10553141,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
7ecb1908db59,3ea6ef23e3a2,Multi-Spacecraft Formation Attitude Coordinated Control with Communication Delay,Zhanjie Zhou; Yan Wang,2023,2023 2nd International Symposium on Aerospace Engineering and Systems (ISAES),10.1109/isaes58852.2023.10281214,https://doi.org/10.1109/isaes58852.2023.10281214,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:29+00:00
369e37fb6d67,1ad3f956f709,Stochastic Decentralized H∞ Tracking Control of Large-Scale Team Formation UAV Networked Control System with Time-Varying Delay and Packet Dropout under Interconnected Coupling and Wiener Fluctuation,Bor-Sen Chen,2024,Robust H∞ Team Formation Tracking Design Methods of Large-Scale UAV Networked Control Systems,10.1201/9781003545965-5,https://doi.org/10.1201/9781003545965-5,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
964d6fa5ce97,be947a18be42,Distributed Model Predictive Control for Multiple Unmanned Ground Vehicles Formation with Packet Loss,Zhuo Meng; Chaofang Hu; Lei Cao; Na Wang,2019,2019 Chinese Control Conference (CCC),10.23919/chicc.2019.8865473,https://doi.org/10.23919/chicc.2019.8865473,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
94456fb8dcc0,7a6bea63c521,Packet loss models of the Transmission Control Protocol,Kaiyu Zhou,,,10.5353/th_b3687317,https://doi.org/10.5353/th_b3687317,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
7e70d3769923,90062bcf6032,Control and estimation with limited data rate and packet loss,Keyou You,,,10.32657/10356/46275,https://doi.org/10.32657/10356/46275,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
d3fdc9bf006e,3002fd076d58,LQG control with Markovian packet loss,Yilin Mo; Emanuele Garone; Bruno Sinopoli,2013,2013 European Control Conference (ECC),10.23919/ecc.2013.6669778,https://doi.org/10.23919/ecc.2013.6669778,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
ccb160d9e948,a9dfbe269485,Impact of Packet Loss to the Motion of Autonomous UAV Swarms,Scott James; Robert Raheb; Allison Hudak,2020,2020 AIAA/IEEE 39th Digital Avionics Systems Conference (DASC),10.1109/dasc50938.2020.9256561,https://doi.org/10.1109/dasc50938.2020.9256561,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
dedb0ba499b7,8187bf9d662a,Congestion Control Based on Queuing Delay and Packet Loss Probability,Jun Xie; Lu Yu; Feng-lin Jin,2010,Journal of Electronics &amp; Information Technology,10.3724/sp.j.1146.2009.01228,https://doi.org/10.3724/sp.j.1146.2009.01228,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
af5c2269fd4b,df7abe37a9a3,Formation Control of Automated Guided Vehicles in the Presence of Packet Loss,Leila Sedghi; Jobish John; Md Noor-A-Rahim; Dirk Pesch,2022,Sensors,10.3390/s22093552,https://doi.org/10.3390/s22093552,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:34+00:00
cf40cff40a09,7844b02dbe0a,Consensus of second-order multi-agent systems under communication delay,Cheng-Lin Liu; Fei Liu,2010,2010 Chinese Control and Decision Conference,10.1109/ccdc.2010.5498912,https://doi.org/10.1109/ccdc.2010.5498912,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
7b37e1b9e600,2bb66082871c,Consensus problem of general linear first-order multi-agent network under communication delay,Cheng-Lin Liu; Fei Liu,2016,2016 American Control Conference (ACC),10.1109/acc.2016.7526053,https://doi.org/10.1109/acc.2016.7526053,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
ff51b176e2ce,621bf1fb0973,Delayed-Compensation Algorithm for Second-Order Leader-Following Consensus Seeking under Communication Delay,Cheng-Lin Liu; Fei Liu,2015,Entropy,10.3390/e17063752,https://doi.org/10.3390/e17063752,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
3ecd8b0a5e42,9818e3f64e0f,Limited Communication Consensus Control in Multi-UUVs Swarm System Under Switching Topologies and Time Delay,Zheping Yan; Yi Wu; Jiajia Zhou,2018,2018 37th Chinese Control Conference (CCC),10.23919/chicc.2018.8484022,https://doi.org/10.23919/chicc.2018.8484022,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
d3bb74c2608f,cca2dc5dd67c,Consensus of double integrator multi-agents under communication delay,Alexandre Seuret; Dimos V. Dimarogonas; Karl H. Johansson,2009,IFAC Proceedings Volumes,10.3182/20090901-3-ro-4009.00062,https://doi.org/10.3182/20090901-3-ro-4009.00062,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
2953fa2208c0,fc947054d68c,PDE-Based Leader-Following Consensus of Multi-Agent Systems with Input Delay under Spatial Boundary Communication,Hao Zhang; Tong Wang; Jianbin Qiu,2021,IFAC-PapersOnLine,10.1016/j.ifacol.2021.11.136,https://doi.org/10.1016/j.ifacol.2021.11.136,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
b68a3425cc96,f465bd569d51,Weighted consensus of multi-agent systems with communication delay and self-delay,Zhaoxia Wang; Jinsong Zhang,2017,2017 29th Chinese Control And Decision Conference (CCDC),10.1109/ccdc.2017.7978760,https://doi.org/10.1109/ccdc.2017.7978760,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
1234f44f51b6,abb5e64fe105,Consensus Problem of Markov Jump Multi-Agent Systems with Time-Varying Delay under Sampled-Data,Shili Shao; He Zhang; Changqing Liu,2017,Proceedings of the International Conference on Communication and Electronic Information Engineering (CEIE 2016),10.2991/ceie-16.2017.24,https://doi.org/10.2991/ceie-16.2017.24,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
a7f9c525e432,a2ced0869ae8,Consensus control of observer-based multi-agent system with Communication Delay,Toru Namerikawa; Chika Yoshioka,2008,2008 SICE Annual Conference,10.1109/sice.2008.4655069,https://doi.org/10.1109/sice.2008.4655069,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
f698811fed0d,0d6adb77abc5,Edge Delay and Communication Phase in Consensus Network,Nakul Giri; Sateesh Kumar Awasthi,2021,"2021 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)",10.1109/icses52305.2021.9633878,https://doi.org/10.1109/icses52305.2021.9633878,formation_safety_boundary,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:38+00:00
00a6d6b43a52,bc348d8fe979,Directional Antenna-Assisted UAV Path Planning Against Jamming Attacks,Arata Kuwahara; Tomotaka Kimura; Jun Cheng,2026,2026 40th International Conference on Information Networking (ICOIN),10.1109/icoin68469.2026.11480611,https://doi.org/10.1109/icoin68469.2026.11480611,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
